Nome,Versão,Nota,Posição Primaria,Posição Secundaria,Valor,Variação de Preço P+ou-,Liga,País,Clube,Skills,Perna Ruim,Tendencia ATK/DEF,Ritmo,Chute,Passe,Drible,Defesa,Fisico
Julian Ryerson,FUT Centurions,84,LB,"RB,LWB",16000,9.86%,Bundesliga,Norway,Borussia Dortmund,2,4,M \ H,81,68,76,82,80,87
Darlington Nagbe,Squad Foundation,84,CM,CDM,0,,MLS,United States,Columbus Crew,3,3,M \ H,83,79,82,84,74,84
Eddie Nketiah,IF,84,ST,CF,31000,3.13%,Premier League,England,Arsenal,3,4,H \ M,88,84,66,86,35,75
Hirving Lozano,IF,84,LW,"RM,LM,RW",54500,,Eredivisie,Mexico,PSV,4,3,H \ L,94,79,76,85,45,66
Karim Onisiwo,Dynamic Duos,84,ST,CF,12700,,Bundesliga,Austria,1. FSV Mainz 05,3,4,H \ H,88,86,72,84,60,90
Phillipp Mwene,Dynamic Duos,84,RB,"RWB,LB",12800,,Bundesliga,Austria,1. FSV Mainz 05,3,4,H \ M,88,60,76,83,80,81
Sebastiaan Bornauw,FUT Centurions,84,CB,,14500,3.33%,Bundesliga,Belgium,VfL Wolfsburg,2,3,M \ M,82,54,68,63,84,86
Olga Carmona García,FUT Centurions,84,LB,"LWB,LW",19250,,Liga F,Spain,Real Madrid,4,3,H \ M,87,72,81,84,80,76
Anthony Gordon,StPatrick SBC,84,LW,"LM,RW",54850,,Premier League,England,Newcastle Utd,4,3,H \ M,92,83,84,86,46,71
Nina Lührßen,Squad Foundation,84,LM,"LB,CM,LW",0,,GPFBL,Germany,SV Werder Bremen,3,4,H \ M,82,81,84,82,75,80
Nicolas Jackson,IF,84,ST,CF,85000,,Premier League,Senegal,Chelsea,3,3,H \ L,85,86,70,84,50,78
Leanne Kiernan,Triple Threat,84,ST,"LM,CAM,CF",12000,2.04%,Barclays WSL,Republic of Ireland,Liverpool,3,4,H \ L,90,85,75,88,40,70
Maxence Caqueret,Triple Threat,84,CM,CDM,12000,,Ligue 1 Uber Eats,France,OL,3,4,H \ H,82,64,81,86,80,80
Faustine Robert,Squad Foundation,84,RM,RW,0,,D1 Arkema,France,Montpellier,4,4,H \ H,91,82,81,83,55,76
Paulo Gazzaniga,IF,84,GK,,43000,8.02%,LALIGA EA SPORTS,Argentina,Girona FC,1,3,M \ M,84,86,85,83,63,84
Fredrik Aursnes,SIF,84,RB,"CM,LM",93000,,Liga Portugal,Norway,SL Benfica,3,3,H \ H,83,72,83,84,80,85
Oleksandr Zinchenko,IF,84,LB,LWB,41750,,Premier League,Ukraine,Arsenal,3,3,H \ M,79,72,87,87,84,78
Stephy Mavididi,Squad Foundation,84,LW,"LM,ST",0,,EFL Championship,England,Leicester City,3,3,M \ M,91,83,80,85,33,77
Madallah Al Olayan,Squad Foundation,84,RB,"RWB,LB",0,,ROSHN Saudi League,Saudi Arabia,Al Ittihad,2,3,M \ H,84,56,76,83,82,86
Lucas Chevalier,IF,84,GK,,34000,11.11%,Ligue 1 Uber Eats,France,LOSC Lille,1,3,M \ M,85,83,79,84,48,83
Morales,IF,84,ST,"LM,CF",33750,11.11%,LALIGA EA SPORTS,Spain,Villarreal CF,4,4,H \ M,84,86,82,86,58,73
Piero Hincapié,IF,84,CB,,33500,4.29%,Bundesliga,Ecuador,Leverkusen,3,2,M \ M,86,46,70,78,85,83
Gabriel Veiga Novas,IF,84,CAM,CM,33250,4.29%,ROSHN Saudi League,Spain,Al Ahli,3,4,M \ M,80,83,81,84,68,70
Predrag Rajkovic,IF,84,GK,,34000,,LALIGA EA SPORTS,Serbia,RCD Mallorca,1,2,M \ M,84,83,81,87,32,86
Federico Chiesa,UEFA EURO,84,LM,"RW,LW",73500,1.34%,Serie A TIM,Italy,Juventus,4,4,H \ M,91,82,77,86,54,76
Mohammed Kudus,IF,84,RM,"CAM,RW",55000,,Premier League,Ghana,West Ham,4,3,M \ L,93,79,76,89,64,80
Rayan Cherki,Winter Wildcards,84,CAM,"RW,LW",12000,,Ligue 1 Uber Eats,France,OL,5,5,H \ L,83,76,81,92,30,75
Ryan Kent,Winter Wildcards,84,LW,"LM,CF",45250,,Trendyol Süper Lig,England,Fenerbahçe,4,5,H \ M,90,75,79,99,49,71
Dani Rodríguez,IF,84,CF,"CM,LM,ST",28000,,LALIGA EA SPORTS,Spain,RCD Mallorca,3,3,H \ H,90,83,84,82,70,76
Vitinha,IF,84,CM,,28500,,Ligue 1 Uber Eats,Portugal,Paris SG,3,3,H \ H,76,75,85,89,77,72
Jawad El Yamiq,Winter Wildcards,84,CB,,27750,,ROSHN Saudi League,Morocco,Al Wehda,2,3,H \ M,88,60,64,74,82,87
Jonjo Shelvey,Winter Wildcards,84,LWB,"LB,LM,LW",17000,,Trendyol Süper Lig,England,Çaykur Rizespor,3,4,M \ M,99,71,82,77,77,81
Eric Curbelo de la Fe,Winter Wildcards,84,CB,RB,13750,,LALIGA EA SPORTS,Spain,UD Las Palmas,2,5,M \ H,85,50,78,79,80,85
Ibañez,IF,84,CB,,28750,,ROSHN Saudi League,Brazil,Al Ahli,2,2,M \ H,89,37,51,65,86,85
Valentin Castellanos,IF,84,ST,CF,28000,1.75%,Serie A TIM,Argentina,Latium,3,3,M \ H,83,86,79,84,50,83
Michael Olise,IF,84,RW,RM,28500,,Premier League,France,Crystal Palace,4,2,M \ M,88,78,84,89,56,63
Konstantinos Mavropanos,IF,84,CB,RB,30000,,Premier League,Greece,West Ham,2,4,H \ M,85,63,61,66,84,88
Jose Luís García Vayá,IF,84,CDM,,27750,,LALIGA EA SPORTS,Spain,Valencia CF,3,3,M \ M,73,71,84,79,80,85
Alphonse Areola,IF,84,GK,,28000,,Premier League,France,West Ham,1,3,M \ M,87,84,82,86,62,83
Andrea Consigli,IF,84,GK,,27500,,Serie A TIM,Italy,Sassuolo,1,3,M \ M,85,86,78,85,48,84
Cengiz Ünder,IF,84,RM,"CF,RW",28000,,Trendyol Süper Lig,Turkey,Fenerbahçe,4,4,M \ M,86,83,84,87,45,58
Álex Berenguer,IF,84,RM,LW,27750,,LALIGA EA SPORTS,Spain,Athletic Club,3,4,H \ M,87,80,81,87,68,70
James Tarkowski,IF,84,CB,,26000,1.89%,Premier League,England,Everton,2,4,M \ H,75,50,70,68,87,86
Luuk de Jong,IF,84,ST,CF,27750,,Eredivisie,Holland,PSV,3,5,L \ M,77,85,78,79,52,84
Enzo Fernández,normal,83,CM,CDM,1000,9.09%,Premier League,Argentina,Chelsea,3,4,H \ H,73,73,81,80,75,79
Raheem Sterling,normal,83,LW,"LM,RW,ST",1000,,Premier League,England,Chelsea,4,3,H \ M,85,78,76,85,45,67
Palhinha,normal,83,CDM,CM,950,,Premier League,Portugal,Fulham,2,4,M \ H,62,67,71,76,84,89
Alex Greenwood,normal,83,CB,LB,1000,,Barclays WSL,England,Manchester City,2,3,M \ H,70,64,79,74,84,81
Hugo Lloris,normal,83,GK,,1100,,Premier League,France,Spurs,1,1,M \ M,85,80,70,86,60,81
Claudia Pina Medina,normal,83,CAM,"CM,LW",1000,,Liga F,Spain,FC Barcelona,4,5,H \ M,73,82,81,82,45,68
Rasheedat Ajibade,normal,83,ST,"CF,LW",1200,14.29%,Liga F,Nigeria,Atlético de Madrid,4,4,H \ M,88,83,70,84,37,76
Ludmila da Silva,normal,83,ST,"CF,RW",1000,23.08%,Liga F,Brazil,Atlético de Madrid,3,3,H \ M,87,81,69,84,38,79
Mayra Ramírez,normal,83,ST,CF,1900,20.83%,Liga F,Colombia,Levante UD,4,3,H \ M,89,83,75,85,33,86
Racheal Kundananji,normal,83,ST,CF,1800,5.26%,Liga F,Zambia,Madrid CFF,4,5,H \ M,91,82,69,83,40,87
Nacho Fernández,normal,83,CB,"RB,LB",950,5.00%,LALIGA EA SPORTS,Spain,Real Madrid,2,4,L \ H,75,37,69,71,82,80
Marcelo Brozovic,normal,83,CDM,,1000,,ROSHN Saudi League,Croatia,Al Nassr,3,4,M \ M,66,74,81,80,80,78
Sherida Spitse,normal,83,CDM,CM,950,,Nederland Vrouwen Liga,Holland,Ajax,3,3,M \ H,66,76,85,73,79,80
Emre Can,normal,83,CDM,CB,1200,14.29%,Bundesliga,Germany,Borussia Dortmund,3,4,M \ H,79,78,77,79,82,87
Alphonso Davies,normal,83,LB,"LWB,LM",2200,,Bundesliga,Canada,FC Bayern München,4,4,H \ L,95,66,78,84,74,77
Jeremie Frimpong,normal,83,RWB,"RB,RM",1800,,Bundesliga,Holland,Leverkusen,3,3,H \ M,94,56,75,84,74,70
Willi Orban,normal,83,CB,,950,,Bundesliga,Hungary,RB Leipzig,2,3,L \ M,58,36,56,56,85,81
Giménez,normal,83,CB,,950,5.00%,LALIGA EA SPORTS,Uruguay,Atlético de Madrid,2,3,M \ H,71,46,58,61,85,82
Morata,normal,83,ST,CF,950,5.00%,LALIGA EA SPORTS,Spain,Atlético de Madrid,3,4,M \ M,82,82,72,79,31,79
Klara Bühl,normal,83,LM,"CAM,LW",1000,5.00%,GPFBL,Germany,FC Bayern München,4,4,H \ M,82,85,77,83,34,69
Magdalena Eriksson,normal,83,CB,LB,900,10.00%,GPFBL,Sweden,FC Bayern München,2,3,M \ H,64,46,72,66,85,81
Katharina Naschenweng,normal,83,LB,"LWB,LM",950,,GPFBL,Austria,FC Bayern München,3,3,H \ H,77,50,77,79,82,74
Giulia Gwinn,normal,83,LB,"RB,LWB",1000,,GPFBL,Germany,FC Bayern München,3,3,H \ H,80,59,77,84,80,69
Sara Doorsoun,normal,83,CB,,1100,,GPFBL,Germany,Frankfurt,2,3,L \ H,76,58,74,76,85,78
Sébastien Haller,normal,83,ST,CF,900,,Bundesliga,Côte d'Ivoire,Borussia Dortmund,3,3,M \ M,62,81,63,76,52,81
Laura Freigang,normal,83,CAM,ST,900,,GPFBL,Germany,Frankfurt,4,3,H \ L,81,84,72,81,26,72
Lara Prašnikar,normal,83,ST,CF,900,,GPFBL,Slovenia,Frankfurt,3,4,H \ M,75,84,69,83,44,75
Marco Reus,normal,83,CAM,CF,1000,,Bundesliga,Germany,Borussia Dortmund,4,4,M \ M,65,83,83,85,53,63
Marina Hegering,normal,83,CB,,1000,,GPFBL,Germany,VfL Wolfsburg,3,3,H \ M,66,51,64,71,84,80
Dominique Janssen,normal,83,CB,LB,1100,15.38%,GPFBL,Holland,VfL Wolfsburg,2,5,M \ M,78,59,75,75,83,80
Nico Schlotterbeck,normal,83,CB,,1300,7.14%,Bundesliga,Germany,Borussia Dortmund,3,2,H \ H,78,58,67,73,85,82
Marco Asensio,normal,83,RW,RM,1000,,Ligue 1 Uber Eats,Spain,Paris SG,4,3,H \ M,81,81,81,83,43,63
Alexandre Lacazette,normal,83,ST,CF,900,5.26%,Ligue 1 Uber Eats,France,OL,4,4,H \ H,72,84,77,83,44,77
Wissam Ben Yedder,normal,83,ST,CF,1100,8.33%,Ligue 1 Uber Eats,France,AS Monaco,4,5,H \ L,80,84,78,87,39,68
Francesco Acerbi,normal,83,CB,,1000,,Serie A TIM,Italy,Inter,3,3,M \ H,60,50,64,64,86,80
Jordi Alba Ramos,normal,83,LB,LWB,1000,,MLS,Spain,Inter Miami CF,3,3,H \ M,84,70,82,81,76,70
Hannah Blundell,normal,83,LB,"RB,LWB",1000,,Barclays WSL,England,Manchester Utd,2,4,H \ M,71,54,72,72,83,72
Barbara Bonansea,normal,83,RW,"RM,LW",1100,,Calcio A Femminile,Italy,Juventus,4,5,H \ M,79,81,75,86,29,74
Sven Botman,normal,83,CB,,1000,,Premier League,Holland,Newcastle Utd,2,3,M \ H,65,37,63,66,84,84
Mathilde Bourdieu,normal,83,ST,CF,1100,,D1 Arkema,France,Paris FC,3,4,H \ M,80,84,71,82,36,74
Sergio Busquets,normal,83,CDM,,900,,MLS,Spain,Inter Miami CF,3,3,M \ M,37,62,79,79,81,73
Ellie Carpenter,normal,83,RB,RWB,1000,,D1 Arkema,Australia,OL,3,3,H \ L,81,51,78,77,81,78
Arianna Caruso,normal,83,CM,"RM,CAM",1000,,Calcio A Femminile,Italy,Juventus,4,3,H \ H,74,79,82,87,70,72
Steph Catley,normal,83,LB,"LWB,LW",1000,16.67%,Barclays WSL,Australia,Arsenal,3,2,H \ H,85,66,80,78,78,76
Andreas Christensen,normal,83,CB,,900,16.67%,LALIGA EA SPORTS,Denmark,FC Barcelona,2,3,L \ M,67,32,68,71,85,76
Erin Cuthbert,normal,83,CM,CDM,1200,14.29%,Barclays WSL,Scotland,Chelsea,4,3,H \ M,78,80,81,82,75,69
Sergi Darder,normal,83,CM,"CDM,CAM",1100,8.33%,LALIGA EA SPORTS,Spain,RCD Mallorca,3,3,M \ M,81,76,82,83,74,77
Ángel Di María,normal,83,CF,"RM,RW,ST",1000,,Liga Portugal,Argentina,SL Benfica,5,2,H \ M,78,78,86,89,48,67
Edin Džeko,normal,83,ST,CF,1400,,Trendyol Süper Lig,Bosnia and Herzegovina,Fenerbahçe,3,5,H \ M,59,84,72,77,45,76
Christian Eriksen,normal,83,CM,CDM,900,,Premier League,Denmark,Manchester Utd,4,5,M \ M,59,77,89,81,51,53
Nabil Fekir,normal,83,CAM,,1100,,LALIGA EA SPORTS,France,Real Betis,4,4,H \ M,82,81,81,86,39,80
Rafa,normal,83,CF,"RM,ST",1000,,Liga Portugal,Portugal,SL Benfica,4,3,H \ M,93,77,77,86,50,54
Jorginho,normal,83,CDM,CM,1000,,Premier League,Italy,Arsenal,3,3,M \ M,53,67,84,81,74,73
Adrianna Franch,normal,83,GK,,1000,,NWSL,United States,KC Current,1,2,M \ M,82,83,78,83,39,84
Pau Torres,normal,83,CB,,1000,,Premier League,Spain,Aston Villa,2,3,M \ H,72,38,68,70,84,81
Cody Gakpo,normal,83,CF,"ST,LW",1300,13.33%,Premier League,Holland,Liverpool,4,4,M \ M,85,82,78,84,42,73
Leah Galton,normal,83,LM,"CAM,LW",1000,,Barclays WSL,England,Manchester Utd,4,3,H \ M,73,82,82,82,60,79
Vanessa Gilles,normal,83,CB,,1000,,D1 Arkema,Canada,OL,2,3,H \ M,62,38,53,53,86,81
Jonas Hofmann,normal,83,CAM,"RM,LM",1000,,Bundesliga,Germany,Leverkusen,3,4,H \ M,76,79,83,81,64,73
Mats Hummels,normal,83,CB,,1000,,Bundesliga,Germany,Borussia Dortmund,2,3,M \ M,53,58,76,70,86,78
Borja Iglesias,normal,83,ST,CF,950,,LALIGA EA SPORTS,Spain,Real Betis,3,3,H \ M,69,84,66,76,40,82
Lauren James,normal,83,RW,"RM,CAM,ST",1200,7.69%,Barclays WSL,England,Chelsea,5,4,H \ L,87,78,80,85,28,80
Meghan Klingenberg,normal,83,LB,"RB,LWB",950,,NWSL,United States,Portland Timbers-Thorns,3,3,H \ H,77,54,74,78,82,79
Filip Kostić,normal,83,LM,LW,950,,Serie A TIM,Serbia,Juventus,3,2,H \ H,85,76,82,82,70,80
Konrad Laimer,normal,83,CDM,CM,1100,,Bundesliga,Austria,FC Bayern München,3,3,M \ H,80,69,77,78,81,79
Gianluca Mancini,normal,83,CB,,1000,,Serie A TIM,Italy,Roma FC,2,3,M \ H,67,45,54,62,83,86
Dzsenifer Marozsán,normal,83,CAM,CM,1100,15.38%,D1 Arkema,Germany,OL,5,4,H \ L,74,81,85,86,57,74
Griedge Mbock,normal,83,CB,,1000,15.38%,D1 Arkema,France,OL,2,3,M \ H,63,55,66,65,85,81
Alex Meret,normal,83,GK,,950,5.00%,Serie A TIM,Italy,Napoli FC,1,3,M \ M,83,80,72,86,44,83
Gerard Moreno,normal,83,ST,"RM,CF",900,10.00%,LALIGA EA SPORTS,Spain,Villarreal CF,3,4,H \ M,77,85,77,81,46,72
Casey Murphy,normal,83,GK,,1000,,NWSL,United States,NC Courage,1,2,M \ M,84,82,74,85,40,86
Alyssa Naeher,normal,83,GK,,1000,,NWSL,United States,Chicago Red Stars,1,3,M \ M,85,81,83,82,46,87
Kelley O'Hara,normal,83,RB,"RWB,LB",900,,NWSL,United States,NJ/NY Gotham,3,3,M \ H,84,56,73,76,81,75
Dani Olmo,normal,83,CAM,CF,1000,,Bundesliga,Spain,RB Leipzig,4,4,M \ H,68,76,82,86,50,59
Oyarzabal,normal,83,LM,"RM,LW",1000,,LALIGA EA SPORTS,Spain,Real Sociedad,3,3,H \ M,77,83,80,83,41,62
Páez Gavira,normal,83,CM,LW,900,10.00%,LALIGA EA SPORTS,Spain,FC Barcelona,3,3,H \ H,76,66,78,85,68,70
Benjamin Pavard,normal,83,CB,RB,0,,Bundesliga,France,FC Bayern München,3,3,M \ M,70,62,73,72,85,78
Lorenzo Pellegrini,normal,83,CAM,"CM,CF",1000,,Serie A TIM,Italy,Roma FC,3,4,H \ H,79,76,83,83,74,78
Pauline Peyraud-Magnin,normal,83,GK,,1000,,Calcio A Femminile,France,Juventus,1,1,M \ M,81,80,82,85,47,84
Christen Press,normal,83,ST,CF,1100,15.38%,NWSL,United States,Angel City FC,4,3,H \ M,84,83,80,84,46,75
Felicitas Rauch,normal,83,LB,LWB,1000,,GPFBL,Germany,VfL Wolfsburg,3,3,H \ H,80,51,71,76,81,76
Guido Rodríguez,normal,83,CDM,,900,,LALIGA EA SPORTS,Argentina,Real Betis,2,4,M \ H,51,58,72,70,85,80
Alessio Romagnoli,normal,83,CB,,950,,Serie A TIM,Italy,Latium,2,3,M \ M,69,40,56,69,85,80
Martina Rosucci,normal,83,CDM,"CB,CM",950,,Calcio A Femminile,Italy,Juventus,4,3,H \ M,74,70,80,83,79,76
William Saliba,normal,83,CB,,3600,,Premier League,France,Arsenal,2,3,M \ H,82,39,69,73,84,82
Patrik Schick,normal,83,ST,CF,900,,Bundesliga,Czech Republic,Leverkusen,4,3,M \ M,79,80,71,81,37,76
Sophie Schmidt,normal,83,CM,CDM,1000,,NWSL,Canada,Houston Dash,3,4,H \ M,53,75,77,78,80,73
Tabea Sellner,normal,83,LM,LW,1000,,GPFBL,Germany,VfL Wolfsburg,3,4,M \ L,81,80,80,82,28,70
Luke Shaw,normal,83,LB,"CB,LWB",1000,,Premier League,England,Manchester Utd,3,2,M \ M,76,57,82,79,81,78
Unai Simón,normal,83,GK,,1000,,LALIGA EA SPORTS,Spain,Athletic Club,1,3,M \ M,84,79,77,85,49,84
Christine Sinclair,normal,83,CAM,"CM,ST",1100,,NWSL,Canada,Portland Timbers-Thorns,4,5,H \ M,66,86,83,82,44,82
Ella Toone,normal,83,CAM,CM,1000,,Barclays WSL,England,Manchester Utd,5,3,H \ M,81,79,77,85,51,65
Glódís Perla Viggósdóttir,normal,83,CB,,950,,GPFBL,Iceland,FC Bayern München,2,3,M \ H,72,54,67,61,86,77
Dušan Vlahović,normal,83,ST,CF,900,,Serie A TIM,Serbia,Juventus,3,3,M \ M,80,85,66,79,29,82
Lia Wälti,normal,83,CDM,CM,1000,23.08%,Barclays WSL,Switzerland,Arsenal,3,4,H \ H,80,62,77,83,81,76
Lynn Williams,normal,83,ST,CF,1100,8.33%,NWSL,United States,NJ/NY Gotham,4,3,H \ M,92,82,74,81,46,73
Zambo Anguissa,normal,83,CDM,CM,1100,8.33%,Serie A TIM,Cameroon,Napoli FC,3,3,H \ M,78,68,72,81,81,86
Piotr Zieliński,normal,83,CM,CAM,900,5.26%,Serie A TIM,Poland,Napoli FC,4,5,M \ M,81,77,81,86,71,63
Benjamin Pavard,Normal,83,CB,RB,950,5.00%,Serie A TIM,France,Inter,3,3,M \ M,70,62,73,72,85,78
Enzo Fernández,Nike,83,CM,CDM,23000,16.36%,Premier League,Argentina,Chelsea,3,4,H \ H,73,73,81,80,75,79
Jasper Cillessen,Squad Foundation,83,GK,,0,,Eredivisie,Holland,N.E.C. Nijmegen,1,3,M \ M,83,82,82,81,60,83
Gijs Smal,Squad Foundation,83,LB,LWB,0,,Eredivisie,Holland,FC Twente,2,3,H \ M,80,69,83,79,78,82
Rinsola Babajide,Squad Foundation,83,LW,"LM,RW,ST",0,,Liga F,England,UDG Tenerife,4,4,H \ M,90,81,80,80,53,83
Patricia Ojeda Ramírez,Squad Foundation,83,CB,,0,,Liga F,Spain,Sporting Huelva,2,3,M \ M,71,65,68,72,85,79
Kaoru Mitoma,IF,83,LM,LW,32250,,Premier League,Japan,Brighton,4,4,M \ M,88,77,78,88,60,69
Exequiel Palacios,IF,83,CM,"CDM,CAM",33000,4.35%,Bundesliga,Argentina,Leverkusen,3,4,M \ H,68,77,81,83,82,77
David Neres,IF,83,RM,"CAM,RW",70000,2.78%,Liga Portugal,Brazil,SL Benfica,5,3,M \ M,89,80,79,89,46,68
Gonçalo Matias Ramos,IF,83,ST,CF,55000,5.17%,Ligue 1 Uber Eats,Portugal,Paris SG,2,4,H \ H,80,83,69,81,50,85
Victor Boniface,Bundes POTM SBC,83,ST,CF,13350,5.17%,Bundesliga,Nigeria,Leverkusen,3,3,H \ M,84,84,73,79,45,88
Samuel Sáiz Alonso,Squad Foundation,83,CAM,LM,0,,Trendyol Süper Lig,Spain,Sivasspor,4,3,H \ M,84,82,82,85,40,80
Federico Ceccherini,Squad Foundation,83,CB,,0,,Trendyol Süper Lig,Italy,Karagümrük SK,2,4,H \ M,73,57,68,73,84,83
Daniel Amartey,Conference League,83,CB,,16250,,Trendyol Süper Lig,Ghana,Beşiktaş,3,3,M \ H,78,64,71,77,84,82
Delanie Sheehan,Squad Foundation,83,ST,"CM,CF",0,,NWSL,United States,NJ/NY Gotham,3,3,M \ M,80,84,84,85,57,82
María Victoria Losada Gómez,Squad Foundation,83,CM,,0,,Barclays WSL,Spain,Brighton,3,3,M \ M,80,82,83,86,75,76
Evander,Trailblazers,83,CM,CAM,12250,,MLS,Brazil,Portland Timbers-Thorns,4,4,M \ M,81,79,83,87,75,76
Brayan Vera,Trailblazers,83,CB,LB,16750,2.90%,MLS,Colombia,Real Salt Lake,2,2,M \ M,80,56,68,71,83,83
Danny Loader,Squad Foundation,83,ST,"CAM,CF,RW",0,,Liga Portugal,England,FC Porto,3,3,H \ H,88,83,74,85,36,81
Nicole Anyomi,IF,83,LW,"LM,RW,ST",152000,,GPFBL,Germany,Frankfurt,4,4,H \ L,88,80,77,86,60,84
Moses Simon,FUT Centurions,83,LM,"ST,LW",12000,2.04%,Ligue 1 Uber Eats,Nigeria,FC Nantes,4,4,H \ M,92,77,78,87,45,73
Nathan Byrne,Squad Foundation,83,RB,"RWB,LB",0,,MLS,England,Charlotte FC,3,3,H \ M,88,66,78,83,77,80
Facundo Medina,IF,83,CB,,52000,16.13%,Ligue 1 Uber Eats,Argentina,RC Lens,3,2,M \ H,75,40,72,73,84,83
Georginio Wijnaldum,IF,83,CM,CDM,42250,1.17%,ROSHN Saudi League,Holland,Ettifaq FC,3,4,H \ H,72,76,81,83,80,78
Isco,IF,83,CAM,"CM,LM",33000,5.71%,LALIGA EA SPORTS,Spain,Real Betis,4,3,M \ M,70,78,84,86,64,61
Oliver Baumann,IF,83,GK,,43750,,Bundesliga,Germany,TSG Hoffenheim,1,1,M \ M,84,84,80,83,42,81
Nahitan Nández,FUT Centurions,83,CM,RM,13750,,Serie A TIM,Uruguay,Cagliari,3,2,H \ H,87,72,80,82,78,84
Ruben Vargas,FUT Centurions,83,LM,"RM,CF,LW",14500,6.45%,Bundesliga,Switzerland,FC Augsburg,4,4,H \ M,90,78,76,87,66,74
Jill Janssens,Squad Foundation,83,RW,"RM,ST",0,,GPFBL,Belgium,TSG Hoffenheim,3,3,H \ M,93,79,80,87,39,63
Adrien Tameze,IF,83,CB,"CDM,CM",0,,Serie A TIM,France,Torino,3,3,M \ H,83,73,77,84,83,85
Joakim Persson,IF,83,LW,"LM,RW,ST",41000,,Allsvenskan,Sweden,IK Sirius,2,2,M \ M,90,80,74,83,45,80
Moussa Niakhaté,IF,83,CB,,101000,1.94%,Premier League,Senegal,Nott'm Forest,2,3,M \ H,81,49,70,72,84,84
Artem Dovbyk,IF,83,ST,CF,49500,1.98%,LALIGA EA SPORTS,Ukraine,Girona FC,3,4,H \ M,87,83,70,78,41,86
Willum Þo´r Willumsson,IF,83,CAM,RM,39500,,Eredivisie,Iceland,Go Ahead Eagles,3,3,M \ M,77,80,85,84,70,92
Mohamed Bayo,IF,83,ST,CF,47250,14.09%,Ligue 1 Uber Eats,Guinea,Havre AC,3,2,L \ M,80,84,70,83,36,75
Manon Revelli,Squad Foundation,83,RB,"RWB,LB,LWB",0,,D1 Arkema,France,En Avant Guingamp,3,4,H \ H,86,56,75,80,83,83
Didier Lamkel Zé,IF,83,LM,"CF,ST",39000,,Trendyol Süper Lig,Cameroon,Hatayspor,4,4,H \ M,89,84,78,84,60,89
Philipp Köhn,IF,83,GK,,52000,,Ligue 1 Uber Eats,Switzerland,AS Monaco,1,2,M \ M,84,81,80,86,58,80
Dominic Solanke,IF,83,ST,CF,35000,2.78%,Premier League,England,AFC Bournemouth,3,3,H \ M,83,84,76,84,37,87
Sophie Weidauer,IF,83,ST,CAM,55000,,GPFBL,Germany,SV Werder Bremen,3,2,H \ M,83,79,78,83,66,80
Artur Craciun,IF,83,CB,RB,45000,7.69%,PKO BP Ekstraklasa,Moldova,Puszcza,2,3,M \ M,82,50,60,64,83,87
Chadrac Akolo,IF,83,LW,"LM,RW,ST",60000,,CSSL,Congo DR,FC St. Gallen,4,3,H \ M,90,82,78,83,45,80
Quinten Timber,IF,83,CM,"CDM,CAM",38250,,Eredivisie,Holland,Feyenoord,3,4,H \ M,83,70,79,86,78,85
Franck Honorat,IF,83,RM,"LM,RW",84500,,Bundesliga,France,M'gladbach,4,3,H \ M,88,83,80,83,54,68
Kristian Thorstvedt,IF,83,CDM,"CM,CAM",72500,,Serie A TIM,Norway,Sassuolo,3,4,H \ H,75,82,79,82,78,91
Ismaël Koné,Squad Foundation,83,CM,CDM,0,,EFL Championship,Canada,Watford,3,4,H \ M,83,79,82,81,78,82
Andrei Girotto,Squad Foundation,83,CB,CDM,0,,ROSHN Saudi League,Brazil,Al Taawoun,2,3,M \ H,77,68,73,77,87,83
Carlos Miguel Coronel,IF,83,GK,,48000,,MLS,Paraguay,Red Bulls,1,3,M \ M,83,82,84,85,50,83
Gerson Rodrigues Gouveia,IF,83,ST,"LM,CF,LW",36000,,Trendyol Süper Lig,Luxembourg,Sivasspor,4,2,M \ M,89,80,78,80,57,87
Connor Metcalfe,IF,83,RM,"CDM,CM,RW",45000,,Bundesliga 2,Australia,FC St. Pauli,3,4,H \ M,80,75,81,84,75,85
Wilfredo Rivera,IF,83,CAM,"LM,LW",35000,,MLS,Puerto Rico,Orlando City,4,2,M \ M,91,71,76,84,54,70
Ayase Ueda,IF,83,ST,"CAM,CF",48500,,Eredivisie,Japan,Feyenoord,3,4,H \ M,90,85,68,79,40,80
Otabek Shukurov,IF,83,CDM,CM,34000,2.16%,Trendyol Süper Lig,Uzbekistan,Karagümrük SK,2,4,M \ H,82,77,81,82,80,86
Mohamed Sankoh,IF,83,ST,CF,38250,,Eredivisie,Holland,Heracles Almelo,3,2,M \ M,87,83,69,81,43,73
Ilya Shkurin,IF,83,ST,CF,36250,,PKO BP Ekstraklasa,Belarus,Stal Mielec,2,3,M \ L,83,81,78,80,52,85
Samuel Dias Lino,IF,83,LM,LW,38000,,LALIGA EA SPORTS,Brazil,Atlético de Madrid,3,3,H \ H,88,78,77,84,38,71
Nikola Vasic,IF,83,ST,CF,32750,3.68%,Allsvenskan,Sweden,Brommapojkarna,2,3,M \ M,83,82,72,80,74,83
Ryan Hollingshead,IF,83,RB,"RWB,LB",36250,,MLS,United States,LAFC,3,5,H \ H,74,76,79,82,83,86
Vincent Vermeij,IF,83,ST,CF,35750,,Bundesliga 2,Holland,Düsseldorf,2,3,M \ H,85,83,78,79,53,85
